lambda,mean_score,std_score,mean_divergence_term,variance_ratio
0.1,0.034896790981292725,0.012033402919769287,0.0030100643634796143,0.3448282530602184
0.5,0.04693705216050148,0.016390299424529076,0.015050320886075497,0.34919738624633934
1.0,0.06198737025260925,0.021836988627910614,0.030100641772150993,0.3522811988330709
2.0,0.0920880138874054,0.0327310673892498,0.06020128354430199,0.3554324005178955
